strategy,batch_size,measured_samples,measured_batches,total_measured_seconds,requests_per_second,input_tokens_per_second,output_tokens_per_second,total_tokens_per_second,batch_latency_p50_seconds,batch_latency_p95_seconds,gpu0_peak_memory_mib,gpu1_peak_memory_mib,gpu2_peak_memory_mib,gpu3_peak_memory_mib,mean_peak_memory_mib,max_peak_memory_mib,peak_memory_imbalance_mib,gpu_kv_cache_tokens,gpu_kv_cache_gib,mean_non_kv_peak_memory_mib,max_non_kv_peak_memory_mib,pre_measure_baseline_mean_mib,activation_workspace_delta_mean_mib,activation_workspace_delta_max_mib,rank0_model_loading_gib
multi_kernel,64,256,4,6.022771120071411,42.505350925067965,12512.180605512782,42.505350925067965,12554.685956437848,1.5266950130462646,1.6408547282218933,87139.0,86993.0,86019.0,86047.0,86549.5,87139.0,1120.0,2583936,59.14,25990.14,26579.64,86545.5,4.0,4.0,21.2258
multi_kernel,128,512,4,9.560485601425171,53.55376508528779,16013.412538080509,53.55376508528779,16066.966303165796,2.3726147413253784,2.678497552871704,88925.0,88779.0,87741.0,87769.0,88303.5,88925.0,1184.0,2539728,58.13,28778.379999999997,29399.879999999997,88301.5,2.0,2.0,21.601
multi_kernel,256,1024,4,16.25141477584839,63.00989877643087,18969.671517962124,63.00989877643087,19032.681416738556,3.961734175682068,4.503697264194488,91403.0,91257.0,90219.0,90247.0,90781.5,91403.0,1184.0,2451472,56.11,33324.86,33946.36,90777.5,4.0,4.0,22.3515
multi_kernel,512,2048,4,27.511324167251587,74.44207292784037,22194.969471038767,74.44207292784037,22269.411543966606,6.656879901885986,7.636318492889404,93339.0,93193.0,92155.0,92183.0,92717.5,93339.0,1184.0,2201056,50.38,41128.38,41749.88,92715.5,2.0,2.0,23.8509
cross_layer,8,32,4,1.069655418395996,29.916176228028334,8663.537659535581,29.916176228028334,8693.453835763608,0.26668787002563477,0.2887336015701294,87123.0,87247.0,87199.0,87037.0,87151.5,87247.0,210.0,3078240,70.46,15000.460000000006,15095.960000000006,87147.5,4.0,4.0,10.9098
cross_layer,16,64,4,1.6521048545837402,38.73846131644306,11541.035030009683,38.73846131644306,11579.773491326127,0.4078645706176758,0.4477124452590942,87121.0,87245.0,87197.0,87035.0,87149.5,87245.0,210.0,3078240,70.46,14998.460000000006,15093.960000000006,87147.5,2.0,2.0,10.9098
cross_layer,32,128,4,2.8693363666534424,44.609618268383315,13001.612649377405,44.609618268383315,13046.222267645788,0.727988600730896,0.7355282545089722,87433.0,87557.0,87509.0,87347.0,87461.5,87557.0,210.0,3078240,70.46,15310.460000000006,15405.960000000006,87147.5,314.0,314.0,10.9098
cross_layer,64,256,4,5.142213582992554,49.78400758122899,14654.778294165057,49.78400758122899,14704.562301746286,1.3055801391601562,1.3793195724487306,87579.0,87831.0,87687.0,87333.0,87607.5,87831.0,498.0,3031568,69.4,16541.899999999994,16765.399999999994,87603.5,4.0,4.0,11.0973
cross_layer,128,512,4,8.587520599365234,59.6213999227956,17827.730161289677,59.6213999227956,17887.351561212472,2.1238746643066406,2.388652491569519,89109.0,89105.0,89217.0,89055.0,89121.5,89217.0,162.0,2998288,68.63,18844.380000000005,18939.880000000005,88522.5,599.0,599.0,11.4724
cross_layer,256,1024,4,15.021811723709106,68.16754322541591,20522.424702836055,68.16754322541591,20590.592246061467,3.690449357032776,4.08829299211502,92533.0,92529.0,92513.0,93023.0,92649.5,93023.0,510.0,2931888,67.11,23928.86,24302.36,92647.5,2.0,2.0,12.2229
cross_layer,512,2048,4,26.31278705596924,77.83288009908463,23205.94160934686,77.83288009908463,23283.774489445943,6.4936769008636475,7.108121347427368,94607.0,94603.0,94587.0,94617.0,94603.5,94617.0,30.0,2715040,62.15,30961.9,30975.4,94599.5,4.0,4.0,13.7224
