strategy,elapsed_seconds,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_percent,power_watts
padded,-124.13800406455994,0,0.0,97871.0,0.0,73.39
padded,-124.13800406455994,1,0.0,97871.0,0.0,74.54
padded,-124.13800406455994,2,0.0,97871.0,0.0,73.53
padded,-124.13800406455994,3,0.0,97871.0,0.0,74.18
padded,-123.93800401687622,0,0.0,97871.0,0.0,73.4
padded,-123.93800401687622,1,0.0,97871.0,0.0,74.53
padded,-123.93800401687622,2,0.0,97871.0,0.0,73.56
padded,-123.93800401687622,3,0.0,97871.0,0.0,74.19
padded,-123.73700404167175,0,0.0,97871.0,0.0,73.43
padded,-123.73700404167175,1,0.0,97871.0,0.0,74.54
padded,-123.73700404167175,2,0.0,97871.0,0.0,73.58
padded,-123.73700404167175,3,0.0,97871.0,0.0,74.21
padded,-123.53600406646729,0,0.0,97871.0,0.0,73.45
padded,-123.53600406646729,1,0.0,97871.0,0.0,74.56
padded,-123.53600406646729,2,0.0,97871.0,0.0,73.58
padded,-123.53600406646729,3,0.0,97871.0,0.0,74.18
padded,-123.33600401878357,0,0.0,97871.0,0.0,73.39
padded,-123.33600401878357,1,0.0,97871.0,0.0,74.55
padded,-123.33600401878357,2,0.0,97871.0,0.0,73.59
padded,-123.33600401878357,3,0.0,97871.0,0.0,74.19
padded,-123.13600397109985,0,0.0,97871.0,0.0,73.39
padded,-123.13600397109985,1,0.0,97871.0,0.0,74.55
padded,-123.13600397109985,2,0.0,97871.0,0.0,73.55
padded,-123.13600397109985,3,0.0,97871.0,0.0,74.21
padded,-122.93500399589539,0,0.0,97871.0,0.0,73.38
padded,-122.93500399589539,1,0.0,97871.0,0.0,74.57
padded,-122.93500399589539,2,0.0,97871.0,0.0,73.53
padded,-122.93500399589539,3,0.0,97871.0,0.0,74.22
padded,-122.73500394821167,0,0.0,97871.0,0.0,73.35
padded,-122.73500394821167,1,0.0,97871.0,0.0,74.55
padded,-122.73500394821167,2,0.0,97871.0,0.0,73.51
padded,-122.73500394821167,3,0.0,97871.0,0.0,74.19
padded,-122.53500413894653,0,0.0,97871.0,0.0,73.32
padded,-122.53500413894653,1,0.0,97871.0,0.0,74.55
padded,-122.53500413894653,2,0.0,97871.0,0.0,73.5
padded,-122.53500413894653,3,0.0,97871.0,0.0,74.17
padded,-122.33400392532349,0,0.0,97871.0,0.0,73.33
padded,-122.33400392532349,1,0.0,97871.0,0.0,74.56
padded,-122.33400392532349,2,0.0,97871.0,0.0,73.48
padded,-122.33400392532349,3,0.0,97871.0,0.0,74.21
padded,-122.13400411605835,0,0.0,97871.0,0.0,73.33
padded,-122.13400411605835,1,0.0,97871.0,0.0,74.57
padded,-122.13400411605835,2,0.0,97871.0,0.0,73.48
padded,-122.13400411605835,3,0.0,97871.0,0.0,74.23
padded,-121.93400406837463,0,0.0,97871.0,0.0,73.3
padded,-121.93400406837463,1,0.0,97871.0,0.0,74.55
padded,-121.93400406837463,2,0.0,97871.0,0.0,73.48
padded,-121.93400406837463,3,0.0,97871.0,0.0,74.21
padded,-121.73300409317017,0,0.0,97871.0,0.0,73.28
padded,-121.73300409317017,1,0.0,97871.0,0.0,74.56
padded,-121.73300409317017,2,0.0,97871.0,0.0,73.47
padded,-121.73300409317017,3,0.0,97871.0,0.0,74.17
padded,-121.53300404548645,0,0.0,97871.0,0.0,73.31
padded,-121.53300404548645,1,0.0,97871.0,0.0,74.55
padded,-121.53300404548645,2,0.0,97871.0,0.0,73.44
padded,-121.53300404548645,3,0.0,97871.0,0.0,74.21
padded,-121.33300399780273,0,0.0,97871.0,0.0,73.33
padded,-121.33300399780273,1,0.0,97871.0,0.0,74.56
padded,-121.33300399780273,2,0.0,97871.0,0.0,73.45
padded,-121.33300399780273,3,0.0,97871.0,0.0,74.24
padded,-121.13300395011902,0,0.0,97871.0,0.0,73.33
padded,-121.13200402259827,1,0.0,97871.0,0.0,74.58
padded,-121.13200402259827,2,0.0,97871.0,0.0,73.46
padded,-121.13200402259827,3,0.0,97871.0,0.0,74.22
padded,-120.93200397491455,0,0.0,97871.0,0.0,73.32
padded,-120.93200397491455,1,0.0,97871.0,0.0,74.59
padded,-120.93200397491455,2,0.0,97871.0,0.0,73.5
padded,-120.93200397491455,3,0.0,97871.0,0.0,74.18
padded,-120.73200392723083,0,0.0,97871.0,0.0,73.31
padded,-120.73200392723083,1,0.0,97871.0,0.0,74.6
padded,-120.73200392723083,2,0.0,97871.0,0.0,73.5
padded,-120.73200392723083,3,0.0,97871.0,0.0,74.22
padded,-120.5320041179657,0,0.0,97871.0,0.0,73.3
padded,-120.53100395202637,1,0.0,97871.0,0.0,74.6
padded,-120.53100395202637,2,0.0,97871.0,0.0,73.52
padded,-120.53100395202637,3,0.0,97871.0,0.0,74.23
padded,-120.33100414276123,0,0.0,97871.0,0.0,73.28
padded,-120.33100414276123,1,0.0,97871.0,0.0,74.58
padded,-120.33100414276123,2,0.0,97871.0,0.0,73.51
padded,-120.33100414276123,3,0.0,97871.0,0.0,74.19
padded,-120.13100409507751,0,0.0,97871.0,0.0,73.28
padded,-120.13100409507751,1,0.0,97871.0,0.0,74.58
padded,-120.13100409507751,2,0.0,97871.0,0.0,73.52
padded,-120.13100409507751,3,0.0,97871.0,0.0,74.16
padded,-119.9310040473938,0,0.0,97871.0,0.0,73.32
padded,-119.9310040473938,1,0.0,97871.0,0.0,74.57
padded,-119.9310040473938,2,0.0,97871.0,0.0,73.5
padded,-119.9310040473938,3,0.0,97871.0,0.0,74.19
padded,-119.73000407218933,0,0.0,97871.0,0.0,73.35
padded,-119.73000407218933,1,0.0,97871.0,0.0,74.6
padded,-119.73000407218933,2,0.0,97871.0,0.0,73.47
padded,-119.73000407218933,3,0.0,97871.0,0.0,74.22
padded,-119.53000402450562,0,0.0,97871.0,0.0,73.34
padded,-119.53000402450562,1,0.0,97871.0,0.0,74.59
padded,-119.53000402450562,2,0.0,97871.0,0.0,73.46
padded,-119.53000402450562,3,0.0,97871.0,0.0,74.2
padded,-119.3300039768219,0,0.0,97871.0,0.0,73.33
padded,-119.3300039768219,1,0.0,97871.0,0.0,74.6
padded,-119.3300039768219,2,0.0,97871.0,0.0,73.48
padded,-119.3300039768219,3,0.0,97871.0,0.0,74.18
padded,-119.12900400161743,0,0.0,97871.0,0.0,73.37
padded,-119.12900400161743,1,0.0,97871.0,0.0,74.59
padded,-119.12900400161743,2,0.0,97871.0,0.0,73.5
padded,-119.12900400161743,3,0.0,97871.0,0.0,74.17
padded,-118.92900395393372,0,0.0,97871.0,0.0,73.36
padded,-118.92900395393372,1,0.0,97871.0,0.0,74.6
padded,-118.92900395393372,2,0.0,97871.0,0.0,73.53
padded,-118.92900395393372,3,0.0,97871.0,0.0,74.18
padded,-118.72900414466858,0,0.0,97871.0,0.0,73.37
padded,-118.72900414466858,1,0.0,97871.0,0.0,74.57
padded,-118.72900414466858,2,0.0,97871.0,0.0,73.54
padded,-118.72900414466858,3,0.0,97871.0,0.0,74.18
padded,-118.52800393104553,0,0.0,97871.0,0.0,73.41
padded,-118.52800393104553,1,0.0,97871.0,0.0,74.55
padded,-118.52800393104553,2,0.0,97871.0,0.0,73.56
padded,-118.52800393104553,3,0.0,97871.0,0.0,74.16
padded,-118.3280041217804,0,0.0,97871.0,0.0,73.43
padded,-118.3280041217804,1,0.0,97871.0,0.0,74.56
padded,-118.3280041217804,2,0.0,97871.0,0.0,73.52
padded,-118.3280041217804,3,0.0,97871.0,0.0,74.17
padded,-118.12800407409668,0,0.0,97871.0,0.0,73.4
padded,-118.12800407409668,1,0.0,97871.0,0.0,74.54
padded,-118.12800407409668,2,0.0,97871.0,0.0,73.49
padded,-118.12800407409668,3,0.0,97871.0,0.0,74.21
padded,-117.92800402641296,0,0.0,97871.0,0.0,73.39
padded,-117.92700409889221,1,0.0,97871.0,0.0,74.53
padded,-117.92700409889221,2,0.0,97871.0,0.0,73.45
padded,-117.92700409889221,3,0.0,97871.0,0.0,74.23
padded,-117.7270040512085,0,0.0,97871.0,0.0,73.36
padded,-117.7270040512085,1,0.0,97871.0,0.0,74.54
padded,-117.7270040512085,2,0.0,97871.0,0.0,73.45
padded,-117.7270040512085,3,0.0,97871.0,0.0,74.23
padded,-117.52700400352478,0,0.0,97871.0,0.0,73.32
padded,-117.52700400352478,1,0.0,97871.0,0.0,74.55
padded,-117.52700400352478,2,0.0,97871.0,0.0,73.46
padded,-117.52700400352478,3,0.0,97871.0,0.0,74.22
padded,-117.32700395584106,0,0.0,97871.0,0.0,73.29
padded,-117.32600402832031,1,0.0,97871.0,0.0,74.54
padded,-117.32600402832031,2,0.0,97871.0,0.0,73.53
padded,-117.32600402832031,3,0.0,97871.0,0.0,74.25
padded,-117.1260039806366,0,0.0,97871.0,0.0,73.27
padded,-117.1260039806366,1,0.0,97871.0,0.0,74.56
padded,-117.1260039806366,2,0.0,97871.0,0.0,73.57
padded,-117.1260039806366,3,0.0,97871.0,0.0,74.29
padded,-116.92600393295288,0,0.0,97871.0,0.0,73.3
padded,-116.92600393295288,1,0.0,97871.0,0.0,74.54
padded,-116.92600393295288,2,0.0,97871.0,0.0,73.57
padded,-116.92600393295288,3,0.0,97871.0,0.0,74.28
padded,-116.72600412368774,0,0.0,97871.0,0.0,73.31
padded,-116.72600412368774,1,0.0,97871.0,0.0,74.53
padded,-116.72500395774841,2,0.0,97871.0,0.0,73.59
padded,-116.72500395774841,3,0.0,97871.0,0.0,74.27
padded,-116.52500414848328,0,0.0,97871.0,0.0,73.29
padded,-116.52500414848328,1,0.0,97871.0,0.0,74.51
padded,-116.52500414848328,2,0.0,97871.0,0.0,73.56
padded,-116.52500414848328,3,0.0,97871.0,0.0,74.3
padded,-116.32500410079956,0,0.0,97871.0,0.0,73.28
padded,-116.32500410079956,1,0.0,97871.0,0.0,74.51
padded,-116.32500410079956,2,0.0,97871.0,0.0,73.51
padded,-116.32500410079956,3,0.0,97871.0,0.0,74.32
padded,-116.12500405311584,0,0.0,97871.0,0.0,73.31
padded,-116.12500405311584,1,0.0,97871.0,0.0,74.52
padded,-116.12500405311584,2,0.0,97871.0,0.0,73.51
padded,-116.12500405311584,3,0.0,97871.0,0.0,74.28
padded,-115.92400407791138,0,0.0,97871.0,0.0,73.31
padded,-115.92400407791138,1,0.0,97871.0,0.0,74.55
padded,-115.92400407791138,2,0.0,97871.0,0.0,73.52
padded,-115.92400407791138,3,0.0,97871.0,0.0,74.22
padded,-115.72400403022766,0,0.0,97871.0,0.0,73.28
padded,-115.72400403022766,1,0.0,97871.0,0.0,74.55
padded,-115.72400403022766,2,0.0,97871.0,0.0,73.52
padded,-115.72400403022766,3,0.0,97871.0,0.0,74.24
padded,-115.52400398254395,0,0.0,97871.0,0.0,73.32
padded,-115.5230040550232,1,0.0,97871.0,0.0,74.59
padded,-115.5230040550232,2,0.0,97871.0,0.0,73.51
padded,-115.5230040550232,3,0.0,97871.0,0.0,74.24
padded,-115.32300400733948,0,0.0,97871.0,0.0,73.35
padded,-115.32300400733948,1,0.0,97871.0,0.0,74.61
padded,-115.32300400733948,2,0.0,97871.0,0.0,73.52
padded,-115.32300400733948,3,0.0,97871.0,0.0,74.25
padded,-115.12300395965576,0,0.0,97871.0,0.0,73.34
padded,-115.12300395965576,1,0.0,97871.0,0.0,74.62
padded,-115.12300395965576,2,0.0,97871.0,0.0,73.5
padded,-115.12300395965576,3,0.0,97871.0,0.0,74.21
padded,-114.92300415039062,0,0.0,97871.0,0.0,73.35
padded,-114.9220039844513,1,0.0,97871.0,0.0,74.6
padded,-114.9220039844513,2,0.0,97871.0,0.0,73.49
padded,-114.9220039844513,3,0.0,97871.0,0.0,74.25
padded,-114.72200393676758,0,0.0,97871.0,0.0,73.41
padded,-114.72200393676758,1,0.0,97871.0,0.0,74.58
padded,-114.72200393676758,2,0.0,97871.0,0.0,73.48
padded,-114.72200393676758,3,0.0,97871.0,0.0,74.23
padded,-114.52200412750244,0,0.0,97871.0,0.0,73.43
padded,-114.52200412750244,1,0.0,97871.0,0.0,74.55
padded,-114.52200412750244,2,0.0,97871.0,0.0,73.48
padded,-114.52200412750244,3,0.0,97871.0,0.0,74.23
padded,-114.32200407981873,0,0.0,97871.0,0.0,73.39
padded,-114.32100415229797,1,0.0,97871.0,0.0,74.54
padded,-114.32100415229797,2,0.0,97871.0,0.0,73.5
padded,-114.32100415229797,3,0.0,97871.0,0.0,74.18
padded,-114.12100410461426,0,0.0,97871.0,0.0,73.38
padded,-114.12100410461426,1,0.0,97871.0,0.0,74.53
padded,-114.12100410461426,2,0.0,97871.0,0.0,73.52
padded,-114.12100410461426,3,0.0,97871.0,0.0,74.18
padded,-113.92100405693054,0,0.0,97871.0,0.0,73.37
padded,-113.92100405693054,1,0.0,97871.0,0.0,74.56
padded,-113.92100405693054,2,0.0,97871.0,0.0,73.53
padded,-113.92100405693054,3,0.0,97871.0,0.0,74.22
padded,-113.72100400924683,0,0.0,97871.0,0.0,73.32
padded,-113.72100400924683,1,0.0,97871.0,0.0,74.58
padded,-113.72000408172607,2,0.0,97871.0,0.0,73.54
padded,-113.72000408172607,3,0.0,97871.0,0.0,74.25
padded,-113.52000403404236,0,0.0,97871.0,0.0,73.28
padded,-113.52000403404236,1,0.0,97871.0,0.0,74.61
padded,-113.52000403404236,2,0.0,97871.0,0.0,73.56
padded,-113.52000403404236,3,0.0,97871.0,0.0,74.22
padded,-113.32000398635864,0,0.0,97871.0,0.0,73.28
padded,-113.32000398635864,1,0.0,97871.0,0.0,74.62
padded,-113.32000398635864,2,0.0,97871.0,0.0,73.55
padded,-113.32000398635864,3,0.0,97871.0,0.0,74.22
padded,-113.12000393867493,0,0.0,97871.0,0.0,73.31
padded,-113.12000393867493,1,0.0,97871.0,0.0,74.63
padded,-113.12000393867493,2,0.0,97871.0,0.0,73.54
padded,-113.12000393867493,3,0.0,97871.0,0.0,74.25
padded,-112.91900396347046,0,0.0,97871.0,0.0,73.29
padded,-112.91900396347046,1,0.0,97871.0,0.0,74.63
padded,-112.91900396347046,2,0.0,97871.0,0.0,73.53
padded,-112.91900396347046,3,0.0,97871.0,0.0,74.24
padded,-112.71900415420532,0,0.0,97871.0,0.0,73.29
padded,-112.71900415420532,1,0.0,97871.0,0.0,74.61
padded,-112.71900415420532,2,0.0,97871.0,0.0,73.54
padded,-112.71900415420532,3,0.0,97871.0,0.0,74.21
padded,-112.5190041065216,0,0.0,97871.0,0.0,73.33
padded,-112.5190041065216,1,0.0,97871.0,0.0,74.58
padded,-112.5190041065216,2,0.0,97871.0,0.0,73.57
padded,-112.5190041065216,3,0.0,97871.0,0.0,74.19
padded,-112.31800413131714,0,0.0,97871.0,0.0,73.34
padded,-112.31800413131714,1,0.0,97871.0,0.0,74.57
padded,-112.31800413131714,2,0.0,97871.0,0.0,73.58
padded,-112.31800413131714,3,0.0,97871.0,0.0,74.22
padded,-112.11800408363342,0,0.0,97871.0,0.0,73.29
padded,-112.11800408363342,1,0.0,97871.0,0.0,74.57
padded,-112.11800408363342,2,0.0,97871.0,0.0,73.59
padded,-112.11800408363342,3,0.0,97871.0,0.0,74.21
padded,-111.9180040359497,0,0.0,97871.0,0.0,73.32
padded,-111.9180040359497,1,0.0,97871.0,0.0,74.56
padded,-111.9180040359497,2,0.0,97871.0,0.0,73.57
padded,-111.9180040359497,3,0.0,97871.0,0.0,74.2
padded,-111.71700406074524,0,0.0,97871.0,0.0,73.37
padded,-111.71700406074524,1,0.0,97871.0,0.0,74.56
padded,-111.71700406074524,2,0.0,97871.0,0.0,73.54
padded,-111.71700406074524,3,0.0,97871.0,0.0,74.18
padded,-111.51700401306152,0,0.0,97871.0,0.0,73.34
padded,-111.51700401306152,1,0.0,97871.0,0.0,74.57
padded,-111.51700401306152,2,0.0,97871.0,0.0,73.52
padded,-111.51700401306152,3,0.0,97871.0,0.0,74.21
padded,-111.31700396537781,0,0.0,97871.0,0.0,73.32
padded,-111.31700396537781,1,0.0,97871.0,0.0,74.58
padded,-111.31700396537781,2,0.0,97871.0,0.0,73.49
padded,-111.31700396537781,3,0.0,97871.0,0.0,74.22
padded,-111.11600399017334,0,0.0,97871.0,0.0,73.33
padded,-111.11600399017334,1,0.0,97871.0,0.0,74.57
padded,-111.11600399017334,2,0.0,97871.0,0.0,73.47
padded,-111.11600399017334,3,0.0,97871.0,0.0,74.22
padded,-110.91600394248962,0,0.0,97871.0,0.0,73.3
padded,-110.91600394248962,1,0.0,97871.0,0.0,74.55
padded,-110.91600394248962,2,0.0,97871.0,0.0,73.45
padded,-110.91600394248962,3,0.0,97871.0,0.0,74.2
padded,-110.71600413322449,0,0.0,97871.0,0.0,73.29
padded,-110.71600413322449,1,0.0,97871.0,0.0,74.52
padded,-110.71600413322449,2,0.0,97871.0,0.0,73.45
padded,-110.71600413322449,3,0.0,97871.0,0.0,74.23
padded,-110.51600408554077,0,0.0,97871.0,0.0,73.29
padded,-110.51500415802002,1,0.0,97871.0,0.0,74.49
padded,-110.51500415802002,2,0.0,97871.0,0.0,73.42
padded,-110.51500415802002,3,0.0,97871.0,0.0,74.22
padded,-110.3150041103363,0,0.0,97871.0,0.0,73.27
padded,-110.3150041103363,1,0.0,97871.0,0.0,74.48
padded,-110.3150041103363,2,0.0,97871.0,0.0,73.43
padded,-110.3150041103363,3,0.0,97871.0,0.0,74.22
padded,-110.11500406265259,0,0.0,97871.0,0.0,73.29
padded,-110.11500406265259,1,0.0,97871.0,0.0,74.48
padded,-110.11500406265259,2,0.0,97871.0,0.0,73.43
padded,-110.11500406265259,3,0.0,97871.0,0.0,74.17
padded,-109.91500401496887,0,0.0,97871.0,0.0,73.28
padded,-109.91400408744812,1,0.0,97871.0,0.0,74.5
padded,-109.91400408744812,2,0.0,97871.0,0.0,73.45
padded,-109.91400408744812,3,0.0,97871.0,0.0,74.21
padded,-109.7140040397644,0,0.0,97871.0,0.0,73.25
padded,-109.7140040397644,1,0.0,97871.0,0.0,74.53
padded,-109.7140040397644,2,0.0,97871.0,0.0,73.47
padded,-109.7140040397644,3,0.0,97871.0,0.0,74.21
padded,-109.51400399208069,0,0.0,97871.0,0.0,73.3
padded,-109.51400399208069,1,0.0,97871.0,0.0,74.57
padded,-109.51400399208069,2,0.0,97871.0,0.0,73.52
padded,-109.51400399208069,3,0.0,97871.0,0.0,74.24
padded,-109.31400394439697,0,0.0,97871.0,0.0,73.35
padded,-109.31300401687622,1,0.0,97871.0,0.0,74.57
padded,-109.31300401687622,2,0.0,97871.0,0.0,73.53
padded,-109.31300401687622,3,0.0,97871.0,0.0,74.2
padded,-109.1130039691925,0,0.0,97871.0,0.0,73.33
padded,-109.1130039691925,1,0.0,97871.0,0.0,74.59
padded,-109.1130039691925,2,0.0,97871.0,0.0,73.53
padded,-109.1130039691925,3,0.0,97871.0,0.0,74.22
padded,-108.91300392150879,0,0.0,97871.0,0.0,73.34
padded,-108.91300392150879,1,0.0,97871.0,0.0,74.59
padded,-108.91300392150879,2,0.0,97871.0,0.0,73.54
padded,-108.91300392150879,3,0.0,97871.0,0.0,74.24
padded,-108.71300411224365,0,0.0,97871.0,0.0,73.38
padded,-108.71200394630432,1,0.0,97871.0,0.0,74.57
padded,-108.71200394630432,2,0.0,97871.0,0.0,73.53
padded,-108.71200394630432,3,0.0,97871.0,0.0,74.25
padded,-108.51200413703918,0,0.0,97871.0,0.0,73.35
padded,-108.51200413703918,1,0.0,97871.0,0.0,74.57
padded,-108.51200413703918,2,0.0,97871.0,0.0,73.49
padded,-108.51200413703918,3,0.0,97871.0,0.0,74.19
padded,-108.31200408935547,0,0.0,97871.0,0.0,73.34
padded,-108.31200408935547,1,0.0,97871.0,0.0,74.55
padded,-108.31200408935547,2,0.0,97871.0,0.0,73.5
padded,-108.31200408935547,3,0.0,97871.0,0.0,74.2
padded,-108.11200404167175,0,0.0,97871.0,0.0,73.34
padded,-108.11200404167175,1,0.0,97871.0,0.0,74.55
padded,-108.11200404167175,2,0.0,97871.0,0.0,73.49
padded,-108.111004114151,3,0.0,97871.0,0.0,74.21
padded,-107.91100406646729,0,0.0,97871.0,0.0,73.39
padded,-107.91100406646729,1,0.0,97871.0,0.0,74.58
padded,-107.91100406646729,2,0.0,97871.0,0.0,73.5
padded,-107.91100406646729,3,0.0,97871.0,0.0,74.23
padded,-107.71100401878357,0,0.0,97871.0,0.0,73.35
padded,-107.71100401878357,1,0.0,97871.0,0.0,74.58
padded,-107.71100401878357,2,0.0,97871.0,0.0,73.52
padded,-107.71100401878357,3,0.0,97871.0,0.0,74.19
padded,-107.51100397109985,0,0.0,97871.0,0.0,73.32
padded,-107.51100397109985,1,0.0,97871.0,0.0,74.59
padded,-107.51100397109985,2,0.0,97871.0,0.0,73.54
padded,-107.51100397109985,3,0.0,97871.0,0.0,74.19
padded,-107.31000399589539,0,0.0,97871.0,0.0,73.3
padded,-107.31000399589539,1,0.0,97871.0,0.0,74.6
padded,-107.31000399589539,2,0.0,97871.0,0.0,73.53
padded,-107.31000399589539,3,0.0,97871.0,0.0,74.22
padded,-107.11000394821167,0,0.0,97871.0,0.0,73.31
padded,-107.11000394821167,1,0.0,97871.0,0.0,74.61
padded,-107.11000394821167,2,0.0,97871.0,0.0,73.53
padded,-107.11000394821167,3,0.0,97871.0,0.0,74.24
padded,-106.91000413894653,0,0.0,97871.0,0.0,73.28
padded,-106.91000413894653,1,0.0,97871.0,0.0,74.61
padded,-106.91000413894653,2,0.0,97871.0,0.0,73.52
padded,-106.91000413894653,3,0.0,97871.0,0.0,74.2
padded,-106.70900392532349,0,0.0,97871.0,0.0,73.31
padded,-106.70900392532349,1,0.0,97871.0,0.0,74.61
padded,-106.70900392532349,2,0.0,97871.0,0.0,73.5
padded,-106.70900392532349,3,0.0,97871.0,0.0,74.19
padded,-106.50900411605835,0,0.0,97871.0,0.0,73.35
padded,-106.50900411605835,1,0.0,97871.0,0.0,74.6
padded,-106.50900411605835,2,0.0,97871.0,0.0,73.51
padded,-106.50900411605835,3,0.0,97871.0,0.0,74.23
padded,-106.30900406837463,0,0.0,97871.0,0.0,73.36
padded,-106.30900406837463,1,0.0,97871.0,0.0,74.6
padded,-106.30900406837463,2,0.0,97871.0,0.0,73.52
padded,-106.30900406837463,3,0.0,97871.0,0.0,74.23
padded,-106.10900402069092,0,0.0,97871.0,0.0,73.3
padded,-106.10800409317017,1,0.0,97871.0,0.0,74.61
padded,-106.10800409317017,2,0.0,97871.0,0.0,73.54
padded,-106.10800409317017,3,0.0,97871.0,0.0,74.2
padded,-105.90800404548645,0,0.0,97871.0,0.0,73.33
padded,-105.90800404548645,1,0.0,97871.0,0.0,74.61
padded,-105.90800404548645,2,0.0,97871.0,0.0,73.57
padded,-105.90800404548645,3,0.0,97871.0,0.0,74.2
padded,-105.70800399780273,0,0.0,97871.0,0.0,73.32
padded,-105.70800399780273,1,0.0,97871.0,0.0,74.59
padded,-105.70800399780273,2,0.0,97871.0,0.0,73.58
padded,-105.70800399780273,3,0.0,97871.0,0.0,74.22
padded,-105.50800395011902,0,0.0,97871.0,0.0,73.32
padded,-105.50800395011902,1,0.0,97871.0,0.0,74.57
padded,-105.50800395011902,2,0.0,97871.0,0.0,73.58
padded,-105.50700402259827,3,0.0,97871.0,0.0,74.2
padded,-105.30700397491455,0,0.0,97871.0,0.0,73.32
padded,-105.30700397491455,1,0.0,97871.0,0.0,74.57
padded,-105.30700397491455,2,0.0,97871.0,0.0,73.57
padded,-105.30700397491455,3,0.0,97871.0,0.0,74.21
padded,-105.10700392723083,0,0.0,97871.0,0.0,73.4
padded,-105.10700392723083,1,0.0,97871.0,0.0,74.56
padded,-105.10700392723083,2,0.0,97871.0,0.0,73.55
padded,-105.10700392723083,3,0.0,97871.0,0.0,74.19
padded,-104.9070041179657,0,0.0,97871.0,0.0,73.4
padded,-104.9070041179657,1,0.0,97871.0,0.0,74.57
padded,-104.9070041179657,2,0.0,97871.0,0.0,73.51
padded,-104.9070041179657,3,0.0,97871.0,0.0,74.21
padded,-104.70700407028198,0,0.0,97871.0,0.0,73.4
padded,-104.70600414276123,1,0.0,97871.0,0.0,74.57
padded,-104.70600414276123,2,0.0,97871.0,0.0,73.49
padded,-104.70600414276123,3,0.0,97871.0,0.0,74.23
padded,-104.50600409507751,0,0.0,97871.0,0.0,73.4
padded,-104.50600409507751,1,0.0,97871.0,0.0,74.58
padded,-104.50600409507751,2,0.0,97871.0,0.0,73.5
padded,-104.50600409507751,3,0.0,97871.0,0.0,74.25
padded,-104.3060040473938,0,0.0,97871.0,0.0,73.42
padded,-104.3060040473938,1,0.0,97871.0,0.0,74.57
padded,-104.3060040473938,2,0.0,97871.0,0.0,73.48
padded,-104.3060040473938,3,0.0,97871.0,0.0,74.2
padded,-104.10600399971008,0,0.0,97871.0,0.0,73.4
padded,-104.10600399971008,1,0.0,97871.0,0.0,74.56
padded,-104.10600399971008,2,0.0,97871.0,0.0,73.48
padded,-104.10500407218933,3,0.0,97871.0,0.0,74.21
padded,-103.90500402450562,0,0.0,97871.0,0.0,73.39
padded,-103.90500402450562,1,0.0,97871.0,0.0,74.56
padded,-103.90500402450562,2,0.0,97871.0,0.0,73.47
padded,-103.90500402450562,3,0.0,97871.0,0.0,74.23
